Unnamed: 0,City,Location,Flood Type/Depth,Passability,datetime_x,Road_Sector,hour,date,visibility,datetime_y,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,wind.gust,clouds.all,sys.sunrise,sys.sunset,weather.main,weather.description,rain1h
0,Quezon City,EDSA After Quezon Ave. Flyover NB,Gutter Deep,Passable to all vehicles,2025-09-12 15:14:00,EDSA_QC_CENTRAL,15:00:00,2025-09-12,10000.0,2025-09-12 15:02:58+08:00,28.78,32.61,28.78,29.86,1009.0,72.0,1009.0,1006.0,1.3,337.0,1.08,100.0,2025-09-12 05:44:32+08:00,2025-09-12 18:00:17+08:00,Rain,heavy intensity rain,7.49
1,Quezon City,EDSA Quezon Ave. service road NB,Gutter Deep,Passable to all vehicles,2025-09-12 15:14:00,EDSA_QC_CENTRAL,15:00:00,2025-09-12,10000.0,2025-09-12 15:02:58+08:00,28.78,32.61,28.78,29.86,1009.0,72.0,1009.0,1006.0,1.3,337.0,1.08,100.0,2025-09-12 05:44:32+08:00,2025-09-12 18:00:17+08:00,Rain,heavy intensity rain,7.49
2,Quezon City,EDSA Aurora Tunnel NB,Subsided,Passable to all vehicles,2025-09-12 14:54:00,EDSA_QC_BOUNDARY,14:00:00,2025-09-12,9000.0,2025-09-12 14:03:04+08:00,29.79,35.0,29.28,31.56,1009.0,72.0,1009.0,1006.0,3.09,280.0,,75.0,2025-09-12 05:44:32+08:00,2025-09-12 18:00:17+08:00,Rain,light rain,0.74
3,Quezon City,EDSA before Kamuning flyover SB,Subsided,Passable to all vehicles,2025-09-12 14:55:00,EDSA_QC_SOUTH,14:00:00,2025-09-12,9000.0,2025-09-12 14:03:04+08:00,29.79,35.0,29.28,31.56,1009.0,72.0,1009.0,1006.0,3.09,280.0,,75.0,2025-09-12 05:44:32+08:00,2025-09-12 18:00:17+08:00,Rain,light rain,0.74
4,Quezon City,EDSA After Quezon Ave. Flyover NB,Gutter Deep,Passable to all vehicles,2025-09-12 14:50:00,EDSA_QC_CENTRAL,14:00:00,2025-09-12,9000.0,2025-09-12 14:03:04+08:00,29.79,35.0,29.28,31.56,1009.0,72.0,1009.0,1006.0,3.09,280.0,,75.0,2025-09-12 05:44:32+08:00,2025-09-12 18:00:17+08:00,Rain,light rain,0.74
5,Quezon City,EDSA Aurora Tunnel NB,Gutter Deep,Passable to all vehicles,2025-09-12 14:50:00,EDSA_QC_BOUNDARY,14:00:00,2025-09-12,9000.0,2025-09-12 14:03:04+08:00,29.79,35.0,29.28,31.56,1009.0,72.0,1009.0,1006.0,3.09,280.0,,75.0,2025-09-12 05:44:32+08:00,2025-09-12 18:00:17+08:00,Rain,light rain,0.74
6,Valenzuela City,Mc Arthur Highway Calle Uno NB,Subsided,Passable to all vehicles,2025-09-11 17:25:00,MACARTHUR HIGHWAY,17:00:00,2025-09-11,10000.0,2025-09-11 17:04:04+08:00,29.15,36.15,28.99,29.49,1009.0,87.0,1009.0,1009.0,1.66,250.0,1.81,100.0,2025-09-11 05:44:44+08:00,2025-09-11 18:01:20+08:00,Clouds,overcast clouds,
7,Quezon City,EDSA Balintawak NB,Subsided,Passable to all vehicles,2025-09-11 16:51:00,EDSA_CALOOCAN,16:00:00,2025-09-11,10000.0,2025-09-11 16:00:05+08:00,29.93,35.85,29.28,31.83,1008.0,74.0,1008.0,1005.0,3.09,120.0,,75.0,2025-09-11 05:44:29+08:00,2025-09-11 18:01:03+08:00,Clouds,broken clouds,
8,Quezon City,EDSA Oliveros NB,Subsided,Passable to all vehicles,2025-09-11 16:47:00,EDSA_QC_NORTH,16:00:00,2025-09-11,10000.0,2025-09-11 16:00:05+08:00,29.93,35.85,29.28,31.83,1008.0,74.0,1008.0,1005.0,3.09,120.0,,75.0,2025-09-11 05:44:29+08:00,2025-09-11 18:01:03+08:00,Clouds,broken clouds,
9,Quezon City,EDSA North Ave. NB,Subsided,Passable to all vehicles,2025-09-11 17:19:00,EDSA_QC_NORTH,17:00:00,2025-09-11,9000.0,2025-09-11 17:02:59+08:00,28.99,33.47,28.83,29.33,1008.0,74.0,1008.0,1006.0,4.12,360.0,,75.0,2025-09-11 05:44:29+08:00,2025-09-11 18:01:03+08:00,Clouds,broken clouds,
10,Quezon City,EDSA After Quezon Ave. Flyover NB,Subsided,Passable to all vehicles,2025-09-11 17:24:00,EDSA_QC_CENTRAL,17:00:00,2025-09-11,9000.0,2025-09-11 17:02:59+08:00,28.99,33.47,28.83,29.33,1008.0,74.0,1008.0,1006.0,4.12,360.0,,75.0,2025-09-11 05:44:29+08:00,2025-09-11 18:01:03+08:00,Clouds,broken clouds,
11,Caloocan City,EDSA Bagong Barrio SB,Subsided,Passable to all vehicles,2025-09-11 17:06:00,EDSA_QC_NORTH,17:00:00,2025-09-11,10000.0,2025-09-11 17:00:53+08:00,30.54,36.39,29.49,31.03,1008.0,70.0,1008.0,1010.0,3.6,130.0,,75.0,2025-09-11 05:44:45+08:00,2025-09-11 18:01:19+08:00,Rain,light rain,0.11
12,Caloocan City,EDSA Bagong Barrio NB,Gutter Deep,Passable to all vehicles,2025-09-11 17:58:00,EDSA_QC_NORTH,17:00:00,2025-09-11,10000.0,2025-09-11 17:00:53+08:00,30.54,36.39,29.49,31.03,1008.0,70.0,1008.0,1010.0,3.6,130.0,,75.0,2025-09-11 05:44:45+08:00,2025-09-11 18:01:19+08:00,Rain,light rain,0.11
13,Valenzuela City,Mc Arthur Highway Calle Uno NB,Gutter Deep,Passable to all vehicles,2025-09-11 17:58:00,MACARTHUR HIGHWAY,17:00:00,2025-09-11,10000.0,2025-09-11 17:04:04+08:00,29.15,36.15,28.99,29.49,1009.0,87.0,1009.0,1009.0,1.66,250.0,1.81,100.0,2025-09-11 05:44:44+08:00,2025-09-11 18:01:20+08:00,Clouds,overcast clouds,
14,Quezon City,EDSA Balintawak NB,Gutter Deep,Passable to all vehicles,2025-09-11 17:20:00,EDSA_CALOOCAN,17:00:00,2025-09-11,9000.0,2025-09-11 17:02:59+08:00,28.99,33.47,28.83,29.33,1008.0,74.0,1008.0,1006.0,4.12,360.0,,75.0,2025-09-11 05:44:29+08:00,2025-09-11 18:01:03+08:00,Clouds,broken clouds,
15,Quezon City,EDSA Oliveros NB,Gutter Deep,Passable to all vehicles,2025-09-11 17:20:00,EDSA_QC_NORTH,17:00:00,2025-09-11,9000.0,2025-09-11 17:02:59+08:00,28.99,33.47,28.83,29.33,1008.0,74.0,1008.0,1006.0,4.12,360.0,,75.0,2025-09-11 05:44:29+08:00,2025-09-11 18:01:03+08:00,Clouds,broken clouds,
16,Quezon City,EDSA North Ave. NB,Gutter Deep,Passable to all vehicles,2025-09-11 17:20:00,EDSA_QC_NORTH,17:00:00,2025-09-11,9000.0,2025-09-11 17:02:59+08:00,28.99,33.47,28.83,29.33,1008.0,74.0,1008.0,1006.0,4.12,360.0,,75.0,2025-09-11 05:44:29+08:00,2025-09-11 18:01:03+08:00,Clouds,broken clouds,
17,Quezon City,EDSA After Quezon Ave. Flyover NB,Gutter Deep,Passable to all vehicles,2025-09-11 17:20:00,EDSA_QC_CENTRAL,17:00:00,2025-09-11,9000.0,2025-09-11 17:02:59+08:00,28.99,33.47,28.83,29.33,1008.0,74.0,1008.0,1006.0,4.12,360.0,,75.0,2025-09-11 05:44:29+08:00,2025-09-11 18:01:03+08:00,Clouds,broken clouds,
18,Caloocan City,EDSA Bagong Barrio NB/SB,Gutter Deep,Passable to all vehicles,2025-09-11 17:20:00,EDSA_QC_NORTH,17:00:00,2025-09-11,10000.0,2025-09-11 17:00:53+08:00,30.54,36.39,29.49,31.03,1008.0,70.0,1008.0,1010.0,3.6,130.0,,75.0,2025-09-11 05:44:45+08:00,2025-09-11 18:01:19+08:00,Rain,light rain,0.11
19,Valenzuela City,Mc Arthur Highway Calle Uno NB,Gutter Deep,Passable to all vehicles,2025-09-11 17:20:00,MACARTHUR HIGHWAY,17:00:00,2025-09-11,10000.0,2025-09-11 17:04:04+08:00,29.15,36.15,28.99,29.49,1009.0,87.0,1009.0,1009.0,1.66,250.0,1.81,100.0,2025-09-11 05:44:44+08:00,2025-09-11 18:01:20+08:00,Clouds,overcast clouds,
20,Quezon City,EDSA Balintawak NB,Gutter Deep,Passable to all vehicles,2025-09-11 16:12:00,EDSA_CALOOCAN,16:00:00,2025-09-11,10000.0,2025-09-11 16:00:05+08:00,29.93,35.85,29.28,31.83,1008.0,74.0,1008.0,1005.0,3.09,120.0,,75.0,2025-09-11 05:44:29+08:00,2025-09-11 18:01:03+08:00,Clouds,broken clouds,
21,Quezon City,EDSA Oliveros NB,Gutter Deep,Passable to all vehicles,2025-09-11 16:12:00,EDSA_QC_NORTH,16:00:00,2025-09-11,10000.0,2025-09-11 16:00:05+08:00,29.93,35.85,29.28,31.83,1008.0,74.0,1008.0,1005.0,3.09,120.0,,75.0,2025-09-11 05:44:29+08:00,2025-09-11 18:01:03+08:00,Clouds,broken clouds,
22,Quezon City,EDSA Bagong Barrio NB/SB,Gutter Deep,Passable to all vehicles,2025-09-11 16:12:00,EDSA_QC_NORTH,16:00:00,2025-09-11,10000.0,2025-09-11 16:00:05+08:00,29.93,35.85,29.28,31.83,1008.0,74.0,1008.0,1005.0,3.09,120.0,,75.0,2025-09-11 05:44:29+08:00,2025-09-11 18:01:03+08:00,Clouds,broken clouds,
23,Quezon City,EDSA North Ave. NB,Gutter Deep,Passable to all vehicles,2025-09-11 16:12:00,EDSA_QC_NORTH,16:00:00,2025-09-11,10000.0,2025-09-11 16:00:05+08:00,29.93,35.85,29.28,31.83,1008.0,74.0,1008.0,1005.0,3.09,120.0,,75.0,2025-09-11 05:44:29+08:00,2025-09-11 18:01:03+08:00,Clouds,broken clouds,
24,Parañaque City,Dr. A. Santos Ave. in front of SM Sucat,Subsided,Passable to all vehicles,2025-09-06 16:55:00,DR. SANTOS AVENUE,16:00:00,2025-09-06,10000.0,2025-09-06 16:03:03+08:00,26.38,26.38,26.07,26.94,1010.0,92.0,1010.0,1007.0,3.6,250.0,,75.0,2025-09-06 05:44:24+08:00,2025-09-06 18:04:48+08:00,Clouds,broken clouds,
25,Parañaque City,Dr. A. Santos Ave. near Paranaque National Highschool,Gutter Deep,Passable to all vehicles,2025-09-06 16:55:00,DR. SANTOS AVENUE,16:00:00,2025-09-06,10000.0,2025-09-06 16:03:03+08:00,26.38,26.38,26.07,26.94,1010.0,92.0,1010.0,1007.0,3.6,250.0,,75.0,2025-09-06 05:44:24+08:00,2025-09-06 18:04:48+08:00,Clouds,broken clouds,
26,Parañaque City,Dr. A. Santos Ave. Corner Canaynay Ave. Brgy. San Dionisio,Gutter Deep,Passable to all vehicles,2025-09-06 16:55:00,DR. SANTOS AVENUE,16:00:00,2025-09-06,10000.0,2025-09-06 16:03:03+08:00,26.38,26.38,26.07,26.94,1010.0,92.0,1010.0,1007.0,3.6,250.0,,75.0,2025-09-06 05:44:24+08:00,2025-09-06 18:04:48+08:00,Clouds,broken clouds,
27,Parañaque City,Dr. A. Santos Ave. in front of SM Sucat,Knee Deep,Not passable to light vehicles,2025-09-06 15:18:00,DR. SANTOS AVENUE,15:00:00,2025-09-06,7000.0,2025-09-06 15:03:02+08:00,26.23,26.23,25.52,26.94,1010.0,93.0,1010.0,1007.0,3.6,260.0,,75.0,2025-09-06 05:44:24+08:00,2025-09-06 18:04:48+08:00,Clouds,broken clouds,
28,Parañaque City,Dr. A. Santos Ave. near Paranaque National Highschool,Gutter Deep,Passable to all vehicles,2025-09-06 15:18:00,DR. SANTOS AVENUE,15:00:00,2025-09-06,7000.0,2025-09-06 15:03:02+08:00,26.23,26.23,25.52,26.94,1010.0,93.0,1010.0,1007.0,3.6,260.0,,75.0,2025-09-06 05:44:24+08:00,2025-09-06 18:04:48+08:00,Clouds,broken clouds,
29,Parañaque City,Dr. A. Santos Ave. Corner Canaynay Ave. Brgy. San Dionisio,Gutter Deep,Passable to all vehicles,2025-09-06 15:18:00,DR. SANTOS AVENUE,15:00:00,2025-09-06,7000.0,2025-09-06 15:03:02+08:00,26.23,26.23,25.52,26.94,1010.0,93.0,1010.0,1007.0,3.6,260.0,,75.0,2025-09-06 05:44:24+08:00,2025-09-06 18:04:48+08:00,Clouds,broken clouds,
30,Manila City,Roxas Blvd Pedro Gil,Subsided,Passable to all vehicles,2025-09-06 15:18:00,ROXAS BOULEVARD,15:00:00,2025-09-06,7000.0,2025-09-06 15:00:02+08:00,26.33,26.33,25.59,27.0,1009.0,92.0,1009.0,1012.0,4.02,237.0,6.71,75.0,2025-09-06 05:44:29+08:00,2025-09-06 18:05:00+08:00,Clouds,broken clouds,
32,Mandaluyong City,EDSA SHAW tunnel NB,Subsided,Passable to all vehicles,2025-09-06 14:55:00,EDSA_MANDALUYONG,14:00:00,2025-09-06,2000.0,2025-09-06 14:02:24+08:00,25.66,26.76,24.91,26.08,1010.0,95.0,1010.0,1008.0,1.54,320.0,,100.0,2025-09-06 05:44:15+08:00,2025-09-06 18:04:45+08:00,Clouds,overcast clouds,
33,Parañaque City,Dr. A. Santos ave. in front of SM Sucat,Gutter Deep,Passable to all vehicles,2025-09-06 14:55:00,DR. SANTOS AVENUE,14:00:00,2025-09-06,2000.0,2025-09-06 14:02:52+08:00,25.71,26.84,24.94,26.1,1010.0,96.0,1010.0,1007.0,1.79,300.0,3.58,100.0,2025-09-06 05:44:24+08:00,2025-09-06 18:04:48+08:00,Clouds,overcast clouds,
34,Parañaque City,Dr. A. Santos Ave. near Paranaque National Highschool,Gutter Deep,Passable to all vehicles,2025-09-06 14:55:00,DR. SANTOS AVENUE,14:00:00,2025-09-06,2000.0,2025-09-06 14:02:52+08:00,25.71,26.84,24.94,26.1,1010.0,96.0,1010.0,1007.0,1.79,300.0,3.58,100.0,2025-09-06 05:44:24+08:00,2025-09-06 18:04:48+08:00,Clouds,overcast clouds,
35,Parañaque City,Dr. A. Santos Ave. Corner Canaynay Ave. Brgy. San Dionisio,Gutter Deep,Passable to all vehicles,2025-09-06 14:55:00,DR. SANTOS AVENUE,14:00:00,2025-09-06,2000.0,2025-09-06 14:02:52+08:00,25.71,26.84,24.94,26.1,1010.0,96.0,1010.0,1007.0,1.79,300.0,3.58,100.0,2025-09-06 05:44:24+08:00,2025-09-06 18:04:48+08:00,Clouds,overcast clouds,
36,Manila City,Roxas Blvd Pedro Gil,Gutter Deep,Passable to all vehicles,2025-09-06 14:55:00,ROXAS BOULEVARD,14:00:00,2025-09-06,2000.0,2025-09-06 14:02:29+08:00,25.63,26.76,25.0,26.17,1010.0,96.0,1010.0,1012.0,1.54,320.0,,100.0,2025-09-06 05:44:29+08:00,2025-09-06 18:05:00+08:00,Clouds,overcast clouds,
38,Mandaluyong City,EDSA SHAW tunnel NB,Gutter Deep,Passable to all vehicles,2025-09-06 14:07:00,EDSA_MANDALUYONG,14:00:00,2025-09-06,2000.0,2025-09-06 14:02:24+08:00,25.66,26.76,24.91,26.08,1010.0,95.0,1010.0,1008.0,1.54,320.0,,100.0,2025-09-06 05:44:15+08:00,2025-09-06 18:04:45+08:00,Clouds,overcast clouds,
39,Parañaque City,Dr. A. Santos ave. in front of SM Sucat,Gutter Deep,Passable to all vehicles,2025-09-06 14:07:00,DR. SANTOS AVENUE,14:00:00,2025-09-06,2000.0,2025-09-06 14:02:52+08:00,25.71,26.84,24.94,26.1,1010.0,96.0,1010.0,1007.0,1.79,300.0,3.58,100.0,2025-09-06 05:44:24+08:00,2025-09-06 18:04:48+08:00,Clouds,overcast clouds,
40,Parañaque City,Dr. A. Santos Ave. near Paranaque National Highschool,Gutter Deep,Passable to all vehicles,2025-09-06 14:07:00,DR. SANTOS AVENUE,14:00:00,2025-09-06,2000.0,2025-09-06 14:02:52+08:00,25.71,26.84,24.94,26.1,1010.0,96.0,1010.0,1007.0,1.79,300.0,3.58,100.0,2025-09-06 05:44:24+08:00,2025-09-06 18:04:48+08:00,Clouds,overcast clouds,
41,Parañaque City,Dr. A. Santos Ave. Corner Canaynay Ave. Brgy. San Dionisio,Gutter Deep,Passable to all vehicles,2025-09-06 14:07:00,DR. SANTOS AVENUE,14:00:00,2025-09-06,2000.0,2025-09-06 14:02:52+08:00,25.71,26.84,24.94,26.1,1010.0,96.0,1010.0,1007.0,1.79,300.0,3.58,100.0,2025-09-06 05:44:24+08:00,2025-09-06 18:04:48+08:00,Clouds,overcast clouds,
42,Manila City,Roxas Blvd Pedro Gil,Gutter Deep,Passable to all vehicles,2025-09-06 14:07:00,ROXAS BOULEVARD,14:00:00,2025-09-06,2000.0,2025-09-06 14:02:29+08:00,25.63,26.76,25.0,26.17,1010.0,96.0,1010.0,1012.0,1.54,320.0,,100.0,2025-09-06 05:44:29+08:00,2025-09-06 18:05:00+08:00,Clouds,overcast clouds,
44,Mandaluyong City,EDSA SHAW tunnel NB,Gutter Deep,Passable to all vehicles,2025-09-06 12:15:00,EDSA_MANDALUYONG,12:00:00,2025-09-06,8000.0,2025-09-06 12:02:33+08:00,25.44,26.49,24.38,26.65,1011.0,94.0,1011.0,1010.0,2.24,272.0,3.13,75.0,2025-09-06 05:44:15+08:00,2025-09-06 18:04:45+08:00,Clouds,broken clouds,
45,Manila City,Quirino Station Facing Vito Cruz,Subsided,Passable to all vehicles,2025-09-05 07:20:00,TAFT AVENUE,07:00:00,2025-09-05,5000.0,2025-09-05 07:02:31+08:00,23.96,24.94,23.9,24.0,1010.0,97.0,1010.0,1012.0,2.06,0.0,,100.0,2025-09-05 05:44:25+08:00,2025-09-05 18:05:44+08:00,Clouds,overcast clouds,
46,Manila City,Quirino Station Northbound,Subsided,Passable to all vehicles,2025-09-05 07:20:00,TAFT AVENUE,07:00:00,2025-09-05,5000.0,2025-09-05 07:02:31+08:00,23.96,24.94,23.9,24.0,1010.0,97.0,1010.0,1012.0,2.06,0.0,,100.0,2025-09-05 05:44:25+08:00,2025-09-05 18:05:44+08:00,Clouds,overcast clouds,
47,Manila City,Quirino Station to Taft,Subsided,Passable to all vehicles,2025-09-05 07:20:00,TAFT AVENUE,07:00:00,2025-09-05,5000.0,2025-09-05 07:02:31+08:00,23.96,24.94,23.9,24.0,1010.0,97.0,1010.0,1012.0,2.06,0.0,,100.0,2025-09-05 05:44:25+08:00,2025-09-05 18:05:44+08:00,Clouds,overcast clouds,
48,Mandaluyong City,EDSA Shaw Tunnel NB,Half Gutter Deep,Passable to all vehicles,2025-09-05 07:20:00,EDSA_MANDALUYONG,07:00:00,2025-09-05,5000.0,2025-09-05 07:02:27+08:00,23.85,24.8,23.81,23.91,1010.0,96.0,1010.0,1009.0,2.06,0.0,,100.0,2025-09-05 05:44:12+08:00,2025-09-05 18:05:29+08:00,Clouds,overcast clouds,
52,Mandaluyong City,EDSA Shaw Tunnel NB,Gutter Deep,Passable to all vehicles,2025-09-05 05:29:00,EDSA_MANDALUYONG,05:00:00,2025-09-05,6139.0,2025-09-05 05:02:39+08:00,24.94,25.97,24.42,25.53,1009.0,95.0,1009.0,1008.0,3.13,271.0,4.47,100.0,2025-09-05 05:44:12+08:00,2025-09-05 18:05:29+08:00,Clouds,overcast clouds,
53,Manila City,Roxas Blvd. P. Ocampo,Subsided,Passable to all vehicles,2025-09-01 21:40:00,ROXAS BOULEVARD,21:00:00,2025-09-01,8000.0,2025-09-01 21:00:03+08:00,26.76,30.61,26.12,27.28,1008.0,96.0,1008.0,1011.0,2.57,280.0,,100.0,2025-09-01 05:44:10+08:00,2025-09-01 18:08:37+08:00,Thunderstorm,thunderstorm with light rain,0.37
54,Quezon City,Commonwealth Winston,Knee Deep,Not passable to light vehicles,2025-08-30 20:16:00,COMMONWEALTH AVENUE,20:00:00,2025-08-30,10000.0,2025-08-30 20:03:02+08:00,25.78,26.89,25.4,26.56,1010.0,95.0,1010.0,1007.0,2.47,227.0,3.68,88.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,overcast clouds,
55,Quezon City,Commonwealth Bitoon West Bound,Gutter Deep,Passable to all vehicles,2025-08-30 20:16:00,COMMONWEALTH AVENUE,20:00:00,2025-08-30,10000.0,2025-08-30 20:03:02+08:00,25.78,26.89,25.4,26.56,1010.0,95.0,1010.0,1007.0,2.47,227.0,3.68,88.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,overcast clouds,
56,Quezon City,EDSA Dario NB,Subsided,Passable to all vehicles,2025-08-30 19:15:00,EDSA_QC_NORTH,19:00:00,2025-08-30,9000.0,2025-08-30 19:03:04+08:00,26.02,26.02,25.4,27.83,1010.0,94.0,1010.0,1007.0,1.54,160.0,,75.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
57,Quezon City,EDSA Munoz NB,Subsided,Passable to all vehicles,2025-08-30 19:15:00,EDSA_QC_NORTH,19:00:00,2025-08-30,9000.0,2025-08-30 19:03:04+08:00,26.02,26.02,25.4,27.83,1010.0,94.0,1010.0,1007.0,1.54,160.0,,75.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
58,Quezon City,Commonwealth Winston,Knee Deep,Not passable to light vehicles,2025-08-30 19:15:00,COMMONWEALTH AVENUE,19:00:00,2025-08-30,9000.0,2025-08-30 19:03:04+08:00,26.02,26.02,25.4,27.83,1010.0,94.0,1010.0,1007.0,1.54,160.0,,75.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
59,Quezon City,Commonwealth Bitoon West Bound,Knee Deep,Not passable to light vehicles,2025-08-30 19:15:00,COMMONWEALTH AVENUE,19:00:00,2025-08-30,9000.0,2025-08-30 19:03:04+08:00,26.02,26.02,25.4,27.83,1010.0,94.0,1010.0,1007.0,1.54,160.0,,75.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
60,Quezon City,EDSA Dario NB,Gutter Deep,Passable to all vehicles,2025-08-30 18:48:00,EDSA_QC_NORTH,18:00:00,2025-08-30,8132.0,2025-08-30 18:03:08+08:00,25.61,26.71,24.84,27.67,1009.0,95.0,1009.0,1006.0,0.45,56.0,1.34,83.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
61,Quezon City,EDSA Centris service road NB,Subsided,Passable to all vehicles,2025-08-30 18:48:00,EDSA_QC_CENTRAL,18:00:00,2025-08-30,8132.0,2025-08-30 18:03:08+08:00,25.61,26.71,24.84,27.67,1009.0,95.0,1009.0,1006.0,0.45,56.0,1.34,83.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
62,Quezon City,C5 Katipunan Ateneo NB,Subsided,Passable to all vehicles,2025-08-30 18:48:00,C5_KATIPUNAN,18:00:00,2025-08-30,8132.0,2025-08-30 18:03:08+08:00,25.61,26.71,24.84,27.67,1009.0,95.0,1009.0,1006.0,0.45,56.0,1.34,83.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
63,Quezon City,EDSA Munoz NB,Gutter Deep,Passable to all vehicles,2025-08-30 18:48:00,EDSA_QC_NORTH,18:00:00,2025-08-30,8132.0,2025-08-30 18:03:08+08:00,25.61,26.71,24.84,27.67,1009.0,95.0,1009.0,1006.0,0.45,56.0,1.34,83.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
64,Quezon City,Commonwealth Ever EB,Subsided,Passable to all vehicles,2025-08-30 18:48:00,COMMONWEALTH AVENUE,18:00:00,2025-08-30,8132.0,2025-08-30 18:03:08+08:00,25.61,26.71,24.84,27.67,1009.0,95.0,1009.0,1006.0,0.45,56.0,1.34,83.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
65,Quezon City,C5 Katipunan Aurora service road SB,Subsided,Passable to all vehicles,2025-08-30 18:48:00,C5_KATIPUNAN,18:00:00,2025-08-30,8132.0,2025-08-30 18:03:08+08:00,25.61,26.71,24.84,27.67,1009.0,95.0,1009.0,1006.0,0.45,56.0,1.34,83.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
66,Quezon City,EDSA West Avenue SB,Subsided,Passable to all vehicles,2025-08-30 18:48:00,EDSA_QC_SOUTH,18:00:00,2025-08-30,8132.0,2025-08-30 18:03:08+08:00,25.61,26.71,24.84,27.67,1009.0,95.0,1009.0,1006.0,0.45,56.0,1.34,83.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
67,Quezon City,Commonwealth Winston,Knee Deep,Not passable to light vehicles,2025-08-30 18:48:00,COMMONWEALTH AVENUE,18:00:00,2025-08-30,8132.0,2025-08-30 18:03:08+08:00,25.61,26.71,24.84,27.67,1009.0,95.0,1009.0,1006.0,0.45,56.0,1.34,83.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
68,Quezon City,Edsa Kamuning intersection NB and SB,Subsided,Passable to all vehicles,2025-08-30 18:48:00,EDSA_QC_SOUTH,18:00:00,2025-08-30,8132.0,2025-08-30 18:03:08+08:00,25.61,26.71,24.84,27.67,1009.0,95.0,1009.0,1006.0,0.45,56.0,1.34,83.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
69,Quezon City,Commonwealth Bitoon West Bound,Knee Deep,Not passable to light vehicles,2025-08-30 18:48:00,COMMONWEALTH AVENUE,18:00:00,2025-08-30,8132.0,2025-08-30 18:03:08+08:00,25.61,26.71,24.84,27.67,1009.0,95.0,1009.0,1006.0,0.45,56.0,1.34,83.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
70,Quezon City,EDSA Mother Ignacia SB,Subsided,Passable to all vehicles,2025-08-30 18:48:00,EDSA_QC_SOUTH,18:00:00,2025-08-30,8132.0,2025-08-30 18:03:08+08:00,25.61,26.71,24.84,27.67,1009.0,95.0,1009.0,1006.0,0.45,56.0,1.34,83.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
71,Quezon City,Quezon Avenue Lung Center EB and WB,Subsided,Passable to all vehicles,2025-08-30 18:48:00,QUEZON AVENUE,18:00:00,2025-08-30,8132.0,2025-08-30 18:03:08+08:00,25.61,26.71,24.84,27.67,1009.0,95.0,1009.0,1006.0,0.45,56.0,1.34,83.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
72,Quezon City,C5 Katipunan Garcia SB and NB,Subsided,Passable to all vehicles,2025-08-30 18:48:00,C5_KATIPUNAN,18:00:00,2025-08-30,8132.0,2025-08-30 18:03:08+08:00,25.61,26.71,24.84,27.67,1009.0,95.0,1009.0,1006.0,0.45,56.0,1.34,83.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
73,Quezon City,Commonwealth Dona Carmen WB,Subsided,Passable to all vehicles,2025-08-30 18:48:00,COMMONWEALTH AVENUE,18:00:00,2025-08-30,8132.0,2025-08-30 18:03:08+08:00,25.61,26.71,24.84,27.67,1009.0,95.0,1009.0,1006.0,0.45,56.0,1.34,83.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
74,Quezon City,Quezon Avenue EDSA Tunnel WB and EB,Subsided,Passable to all vehicles,2025-08-30 18:48:00,EDSA_QC_CENTRAL,18:00:00,2025-08-30,8132.0,2025-08-30 18:03:08+08:00,25.61,26.71,24.84,27.67,1009.0,95.0,1009.0,1006.0,0.45,56.0,1.34,83.0,2025-08-30 05:43:47+08:00,2025-08-30 18:09:50+08:00,Clouds,broken clouds,
